NOME,FASE_2020,FASE_2021,FASE_2022,PEDRA_2020,PEDRA_2021,PEDRA_2022,PONTO_VIRADA_2020,PONTO_VIRADA_2021,PONTO_VIRADA_2022,IAN_2020,IAN_2021,IAN_2022,IDA_2020,IDA_2021,IDA_2022,IEG_2020,IEG_2021,IEG_2022,IAA_2020,IAA_2021,IAA_2022,IPS_2020,IPS_2021,IPS_2022,IPP_2020,IPP_2021,IPP_2022,IPV_2020,IPV_2021,IPV_2022,INDE_2020,INDE_2021,INDE_2022,STATUS_ALUNO,ANO_INGRESSO,FASE_PARADA,dimensao_academica,dimensao_psicossocial,dimensao_psicopedagogica
ALUNO-153,4.0,4.0,5.0,Ametista,Topázio,Topázio,1.0,1.0,1.0,10.0,10.0,10.0,4.666666666666667,7.5,8.700000000000001,9.0,7.5,9.09722222222222,10.00002,10.0,10.00002,7.5,7.5,8.125,8.59375,8.0,8.75,9.1250075,9.0,9.2916725,8.167711833333334,8.355,9.105280944444443,Ativo,2017.0,5.0,8.495987654320988,8.854173333333334,8.793405
ALUNO-154,1.0,1.0,1.0,Quartzo,Quartzo,Quartzo,0.0,0.0,0.0,5.0,5.0,5.0,0.0,1.5,3.75,7.1,2.9,3.797498797498797,8.500020000000001,9.5,3.49998,7.5,7.5,7.5,7.8125,8.1,6.25,7.916665,6.3,5.999996666666666,5.884585,5.163,4.934497092833093,Ativo,2019.0,1.0,3.7830554219443107,7.333333333333333,7.063193611111111
ALUNO-156,2.0,3.0,4.0,Ágata,Ametista,Ametista,0.0,0.0,0.0,5.0,10.0,10.0,5.0,7.3,6.599999999999999,8.9,7.8,8.159632034632034,7.916679999999999,7.5,7.91667,7.5,6.3,5.0,6.666666666666667,8.3,7.5,8.11111,8.8,7.7083325,7.110556666666668,7.981,7.535259906926407,Ativo,2018.0,4.0,7.639959114959115,7.022225,7.847684861111111
ALUNO-157,1.0,,,Ágata,,,0.0,,,5.0,,,6.75,,,6.4,,,9.50002,,,7.5,,,7.916666666666668,,,7.777776666666667,,,7.177224000000001,,,Desistiu em 2021,2019.0,,6.05,8.50001,7.847221666666668
ALUNO-158,3.0,4.0,4.0,Quartzo,Ágata,Quartzo,0.0,0.0,0.0,5.0,5.0,5.0,5.0,4.5,4.111111111111112,5.9,6.1,4.747740005092947,9.16668,8.3,8.33334,3.75,6.9,5.0,7.708333333333334,6.9,7.1875,6.611103333333333,6.1,6.49999,6.064722,6.056,5.623852223240812,Ativo,2018.0,4.0,5.039872346244895,6.908336666666667,6.834487777777778
ALUNO-160,1.0,,,Quartzo,,,0.0,,,5.0,,,0.0,,,2.3,,,8.000020000000001,,,5.0,,,7.291666666666667,,,7.444443333333333,,,4.478057333333334,,,Desistiu em 2021,2018.0,,2.433333333333333,6.5000100000000005,7.368055
ALUNO-161,8.0,,,Ametista,,,0.0,,,10.0,,,9.0,,,10.0,,,7.91667,,,7.5,,,0.0,,,0.0,,,8.891667,,,Desistiu em 2021,2016.0,,9.666666666666666,7.708335,0.0
ALUNO-162,1.0,1.0,,Ametista,Ametista,,0.0,0.0,,5.0,5.0,,8.5,6.6,,8.8,10.0,,8.500020000000001,8.5,,7.5,7.5,,8.4375,7.5,,7.75,6.8,,7.953752000000001,7.531,,Desistiu em 2022,2018.0,,7.316666666666667,8.000005,7.621875
ALUNO-163,1.0,,,Ágata,,,0.0,,,5.0,,,6.25,,,8.2,,,7.50002,,,5.0,,,2.5,,,7.75,,,6.440002,,,Desistiu em 2021,2017.0,,6.483333333333333,6.25001,5.125
ALUNO-164,1.0,2.0,2.0,Ametista,Ametista,Ágata,0.0,0.0,0.0,5.0,10.0,5.0,7.5,5.9,5.75,8.7,5.8,7.304131054131053,9.50002,9.5,8.500020000000001,7.5,7.5,7.5,7.1875,7.5,6.041666666666667,7.75,6.7,7.61111,7.708752,7.125,6.837216877492878,Ativo,2019.0,2.0,6.772681228236784,8.33334,7.1317127777777785
ALUNO-165,0.0,1.0,1.0,Ametista,Ametista,Topázio,0.0,0.0,1.0,5.0,5.0,5.0,10.0,7.3,8.416666666666668,10.0,7.5,9.848484848484848,9.000020000000001,10.0,8.500020000000001,7.5,7.5,8.125,7.8125,8.3,6.875,7.5,7.7,8.388893333333334,8.431252,7.579,8.18081096969697,Ativo,2019.0,1.0,7.562794612794613,8.437506666666666,7.762732222222223
ALUNO-168,1.0,2.0,2.0,Ametista,Quartzo,Ágata,0.0,0.0,0.0,5.0,5.0,5.0,8.5,2.5,6.133333333333333,8.8,1.7,6.002801120448179,10.00002,0.0,9.000020000000001,7.5,5.6,6.25,7.5,7.5,6.041666666666667,8.11111,4.4,6.888883333333332,8.082224,3.524,6.434172224089636,Ativo,2019.0,2.0,5.404014939309056,6.391673333333333,6.7402766666666665
ALUNO-169,0.0,0.0,0.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,10.0,5.0,5.0,10.0,6.1,6.916666666666666,10.0,10.0,8.945512820512821,9.000020000000001,8.5,9.50002,5.0,4.4,5.0,2.5,5.3,5.625,5.749995,6.8,7.999995,7.800001000000001,6.898,7.284936897435898,Ativo,2020.0,0.0,7.995797720797721,6.900006666666666,5.662498333333333
ALUNO-173,5.0,5.0,,Quartzo,Ágata,,0.0,0.0,,5.0,5.0,,2.833333333333333,4.9,,0.9,6.7,,7.91667,9.6,,3.125,5.0,,5.625,7.7,,4.1250025,7.5,,3.7383341666666654,6.532,,Desistiu em 2022,2016.0,,4.222222222222222,6.410417499999999,6.237500625
ALUNO-174,5.0,,,Ametista,,,0.0,,,10.0,,,7.2,,,10.0,,,9.16668,,,5.625,,,0.0,,,0.0,,,7.921668,,,Desistiu em 2021,2017.0,,9.066666666666666,7.39584,0.0
ALUNO-183,0.0,,,Ametista,,,0.0,,,5.0,,,10.0,,,10.0,,,9.000020000000001,,,8.125,,,2.5,,,7.000005,,,7.862503,,,Desistiu em 2021,2018.0,,8.333333333333334,8.56251,4.7500025
ALUNO-184,1.0,2.0,,Ametista,Ametista,,0.0,0.0,,10.0,10.0,,7.5,5.6,,8.3,9.2,,10.00002,8.5,,7.5,7.5,,7.916666666666668,7.5,,7.777776666666667,8.0,,8.257224,7.896,,Desistiu em 2022,2018.0,,8.433333333333332,8.375005,7.798610833333334
ALUNO-186,3.0,,,Ágata,,,0.0,,,2.5,,,5.666666666666667,,,5.8,,,8.75001,,,7.5,,,8.125,,,6.66666,,,6.314166333333334,,,Desistiu em 2021,2020.0,,4.655555555555556,8.125005,7.39583
ALUNO-187,2.0,,,Ágata,,,0.0,,,10.0,,,0.0,,,8.0,,,8.500020000000001,,,7.5,,,7.916666666666667,,,7.111106666666665,,,6.41389,,,Desistiu em 2021,2020.0,,6.0,8.00001,7.513886666666666
ALUNO-188,3.0,3.0,,Ametista,Ágata,,1.0,0.0,,10.0,5.0,,9.0,4.7,,4.7,5.8,,7.08333,7.1,,7.5,7.5,,8.125,8.1,,8.66667,7.8,,7.744167,6.435,,Desistiu em 2022,2018.0,,6.533333333333334,7.2958324999999995,8.172917499999999
ALUNO-189,1.0,,,Ágata,,,0.0,,,5.0,,,8.0,,,8.3,,,8.000020000000001,,,5.0,,,7.291666666666667,,,7.333333333333333,,,7.2558353333333345,,,Desistiu em 2021,2020.0,,7.1000000000000005,6.5000100000000005,7.3125
ALUNO-190,7.0,,,Topázio,,,1.0,,,10.0,,,7.666666666666667,,,9.2,,,8.33334,,,6.875,,,9.0625,,,9.666670000000002,,,8.733751333333334,,,Desistiu em 2021,2017.0,,8.955555555555556,7.60417,9.364585000000002
ALUNO-192,1.0,,2.0,Quartzo,,Ágata,0.0,,0.0,5.0,,5.0,0.0,,5.0,5.1,,8.103174603174603,7.416679999999999,,8.500020000000001,5.0,,7.5,6.041666666666666,,6.458333333333334,7.444443333333333,,6.777773333333331,4.854723333333333,,6.722024920634921,Retornou em 2022,2018.0,2.0,4.7005291005291,7.104175,6.680554166666666
ALUNO-193,3.0,3.0,4.0,Topázio,Ametista,Ametista,1.0,1.0,0.0,10.0,5.0,5.0,7.0,7.7,5.566666666666666,9.8,10.0,9.038690476190476,10.00002,9.2,8.75001,5.0,5.6,5.625,8.125,7.9,7.65625,9.333333333333332,9.6,7.7499975,8.539168666666667,8.215,7.174196928571429,Ativo,2016.0,4.0,7.678373015873016,7.362504999999999,8.394096805555556
ALUNO-194,6.0,,,Ágata,,,0.0,,,5.0,,,6.333333333333333,,,8.3,,,8.33334,,,6.875,,,7.65625,,,7.04167,,,7.1214596666666665,,,Desistiu em 2021,2017.0,,6.544444444444444,7.60417,7.34896
ALUNO-197,3.0,3.0,4.0,Topázio,Ametista,Topázio,0.0,0.0,1.0,10.0,10.0,10.0,8.666666666666666,6.0,7.688888888888889,9.6,7.2,8.751352813852813,8.33334,8.3,10.00002,7.5,7.5,5.625,8.958333333333332,8.1,8.125,8.5,8.6,8.458337499999999,8.832500666666666,7.751,8.354717840548341,Ativo,2019.0,4.0,8.656323152156485,7.876393333333333,8.456945138888889
ALUNO-198,6.0,,,Quartzo,,,0.0,,,10.0,,,4.5,,,6.1,,,0.0,,,5.625,,,5.78125,,,6.291665,,,5.518958,,,Desistiu em 2021,2017.0,,6.866666666666667,2.8125,6.0364575
ALUNO-199,3.0,,,Ágata,,,0.0,,,5.0,,,7.666666666666667,,,4.8,,,6.25,,,7.5,,,8.125,,,7.388886666666666,,,6.658610666666666,,,Desistiu em 2021,2019.0,,5.822222222222223,6.875,7.756943333333333
ALUNO-200,4.0,4.0,4.0,Ametista,Quartzo,Ágata,0.0,0.0,0.0,10.0,10.0,5.0,5.666666666666667,3.3,5.611111111111112,5.8,1.7,7.10179526355997,7.91667,7.5,7.91667,7.5,6.9,7.5,8.125,6.7,7.65625,8.5416725,3.5,7.625,7.355834833333334,4.788,6.874873274934217,Ativo,2016.0,4.0,6.019952560148639,7.538889999999999,7.02465375
ALUNO-201,3.0,4.0,5.0,Ametista,Ágata,Ágata,0.0,0.0,0.0,5.0,5.0,5.0,8.0,6.4,4.033333333333333,9.4,5.6,6.047619047619048,7.08333,5.8,8.33334,7.5,0.0,7.5,7.96875,8.3,7.5,7.4166675,6.7,7.944443333333334,7.718541500000001,5.636,6.438413142857143,Ativo,2019.0,5.0,6.053439153439154,6.036111666666667,7.638310138888889
ALUNO-202,2.0,,,Quartzo,,,0.0,,,5.0,,,0.0,,,2.9,,,0.0,,,6.875,,,6.458333333333334,,,6.833326666666666,,,3.7799986666666663,,,Desistiu em 2021,2018.0,,2.6333333333333333,3.4375,6.64583
ALUNO-206,6.0,7.0,,Quartzo,Quartzo,,0.0,0.0,,10.0,10.0,,2.0,2.0,,4.3,4.2,,0.0,8.8,,7.5,0.0,,7.8125,7.7,,7.1249975,6.3,,5.2162495,5.143,,Desistiu em 2022,2018.0,,5.416666666666667,4.075,7.234374375
ALUNO-208,2.0,2.0,,Ametista,Ágata,,0.0,0.0,,10.0,5.0,,5.0,4.5,,9.4,6.3,,9.000020000000001,7.0,,7.5,7.5,,8.125,7.5,,7.5,8.0,,7.842502,6.45,,Desistiu em 2022,2020.0,,6.7,7.750005,7.78125
ALUNO-209,0.0,1.0,,Topázio,Ametista,,1.0,1.0,,5.0,5.0,,10.0,4.2,,10.0,7.9,,9.50002,8.5,,6.25,7.5,,10.0,8.1,,10.00001,9.2,,9.075004,7.167,,Desistiu em 2022,2019.0,,7.016666666666667,7.937505,9.3250025
ALUNO-210,5.0,,,Ametista,,,0.0,,,10.0,,,5.666666666666667,,,9.1,,,10.00002,,,7.5,,,8.541666666666666,,,8.277783333333332,,,8.213058666666669,,,Desistiu em 2021,2017.0,,8.255555555555555,8.75001,8.409724999999998
ALUNO-212,0.0,0.0,0.0,Ágata,Ágata,Ágata,0.0,0.0,0.0,10.0,5.0,5.0,7.0,4.3,6.766666666666666,10.0,8.3,8.944141289679047,7.416679999999999,9.5,9.50002,4.375,5.0,4.375,2.5,2.5,2.8125,2.58334,4.7,5.166655,6.345836,5.663,6.344244591269144,Ativo,2019.0,0.0,7.256756439593968,6.69445,3.3770825
ALUNO-213,2.0,3.0,,Ametista,Topázio,,0.0,0.0,,5.0,10.0,,9.0,7.5,,9.7,9.4,,9.000020000000001,9.6,,5.0,7.5,,8.749999999999998,8.8,,7.833336666666668,8.9,,8.081669333333334,8.761,,Desistiu em 2022,2018.0,,8.433333333333334,7.775005,8.570834166666668
ALUNO-215,1.0,,,Topázio,,,0.0,,,10.0,,,10.0,,,9.3,,,9.50002,,,7.5,,,7.8125,,,7.666665,,,8.874585000000002,,,Desistiu em 2021,2019.0,,9.766666666666667,8.50001,7.7395825
ALUNO-216,8.0,,,Quartzo,,,0.0,,,10.0,,,7.4,,,0.0,,,8.75001,,,5.625,,,0.0,,,0.0,,,5.960001,,,Desistiu em 2021,2019.0,,5.8,7.187505,0.0
ALUNO-217,1.0,1.0,2.0,Topázio,Ametista,Topázio,1.0,0.0,1.0,10.0,5.0,10.0,9.5,7.1,8.133333333333333,9.4,8.8,9.876543209876544,8.000020000000001,8.5,6.91668,7.5,7.5,7.5,8.125,8.1,6.666666666666666,9.000005,8.4,8.888893333333334,8.942503,7.765,8.48808864197531,Ativo,2019.0,2.0,8.645541838134431,7.652783333333333,8.196760833333334
ALUNO-219,2.0,2.0,2.0,Ametista,Quartzo,Quartzo,0.0,0.0,0.0,10.0,5.0,5.0,5.0,1.9,2.666666666666667,7.9,4.2,5.296296296296296,9.50002,0.0,10.00002,8.75,6.9,7.5,8.4375,8.1,6.458333333333334,7.916665,4.8,6.611106666666666,7.832084999999999,4.176,5.810649259259259,Ativo,2019.0,2.0,5.2181069958847734,7.108339999999999,7.053934166666667
ALUNO-222,1.0,,,Topázio,,,0.0,,,10.0,,,9.5,,,7.8,,,9.000020000000001,,,7.5,,,7.1875,,,8.25,,,8.478752,,,Desistiu em 2021,2019.0,,9.1,8.25001,7.71875
ALUNO-223,1.0,,,Ágata,,,0.0,,,5.0,,,5.0,,,5.2,,,9.000020000000001,,,6.875,,,8.541666666666668,,,8.055556666666668,,,6.59278,,,Desistiu em 2021,2019.0,,5.066666666666666,7.9375100000000005,8.298611666666668
ALUNO-225,4.0,5.0,5.0,Topázio,Ametista,Ágata,0.0,0.0,0.0,10.0,10.0,5.0,8.333333333333334,6.0,7.388888888888888,9.7,6.7,7.085185035552683,9.58335,8.3,9.16668,7.5,6.9,5.0,8.749999999999998,7.5,8.125,8.277783333333334,6.7,6.6666675,8.845558333333333,7.138,6.957316284888314,Ativo,2016.0,5.0,7.8008230286416556,7.741671666666666,7.669908472222223
ALUNO-226,2.0,2.0,,Ametista,Quartzo,,0.0,0.0,,10.0,5.0,,7.5,4.3,,7.4,4.2,,8.500020000000001,0.0,,5.625,5.6,,8.125,7.1,,8.222223333333332,5.8,,7.849446666666667,4.617,,Desistiu em 2022,2018.0,,6.3999999999999995,4.931255,7.311805833333334
ALUNO-227,3.0,,,Quartzo,,,0.0,,,5.0,,,6.333333333333333,,,3.0,,,8.75001,,,7.5,,,7.8125,,,6.0416625,,,5.981250166666666,,,Desistiu em 2021,2020.0,,4.777777777777778,8.125005,6.9270812500000005
ALUNO-229,1.0,0.0,0.0,Quartzo,Quartzo,Ágata,0.0,0.0,0.0,5.0,5.0,5.0,0.0,4.0,8.0,7.8,0.0,5.10897435897436,7.33334,8.5,8.000020000000001,7.5,7.5,5.0,7.916666666666668,6.9,4.375,7.777776666666667,7.3,5.83333,5.890556,5.054,6.025962871794872,Ativo,2019.0,0.0,4.434330484330484,7.30556,6.683795555555558
ALUNO-230,3.0,,,Quartzo,,,0.0,,,5.0,,,2.333333333333333,,,6.1,,,8.75001,,,4.375,,,5.833333333333333,,,4.611106666666667,,,5.0047223333333335,,,Desistiu em 2021,2016.0,,4.477777777777778,6.562505,5.22222
ALUNO-231,6.0,7.0,,Quartzo,Ametista,,0.0,0.0,,10.0,10.0,,4.333333333333333,5.4,,3.7,8.6,,8.33334,9.2,,5.0,6.9,,7.03125,8.0,,6.5833325,7.5,,5.959792166666666,7.698,,Desistiu em 2022,2019.0,,7.0055555555555555,7.358335,7.278645625
ALUNO-235,3.0,3.0,4.0,Ametista,Ametista,Ágata,0.0,0.0,0.0,10.0,10.0,10.0,7.666666666666667,6.6,5.677777777777778,9.0,6.9,7.725859160868649,8.333350000000001,9.2,6.66666,7.5,5.6,6.875,7.5,7.3,6.875,7.2916675,8.1,5.9999925,8.125001833333334,7.544,6.922391887729286,Ativo,2019.0,4.0,8.174478178368123,7.362501666666667,7.1777766666666665
ALUNO-238,2.0,2.0,,Ágata,Quartzo,,0.0,0.0,,5.0,5.0,,4.0,2.1,,8.4,1.3,,9.000020000000001,8.5,,5.0,4.4,,5.625,5.0,,7.75,3.5,,6.492502,3.663,,Desistiu em 2022,2019.0,,4.3,6.7250049999999995,5.46875
ALUNO-241,1.0,2.0,2.0,Ametista,Quartzo,Quartzo,0.0,0.0,0.0,5.0,5.0,5.0,9.5,0.0,2.5,8.8,0.4,4.405425492382014,9.000020000000001,7.9,7.916679999999999,6.25,5.6,5.0,2.5,4.1,4.166666666666666,6.75,2.6,4.83333,7.285002,2.86,4.55608576514307,Ativo,2017.0,2.0,4.511713943598002,6.94445,4.158332777777778
ALUNO-242,1.0,2.0,2.0,Ágata,Ágata,Ágata,0.0,0.0,0.0,5.0,5.0,5.0,5.5,2.9,3.333333333333333,7.4,5.4,8.325901151988107,9.000020000000001,8.5,9.000020000000001,6.25,7.5,6.875,7.1875,7.1,6.458333333333334,6.916665,6.8,6.944443333333333,6.707085000000001,5.833,6.454070897064289,Ativo,2018.0,2.0,5.317692720591271,7.854173333333333,6.901156944444445
ALUNO-246,1.0,1.0,1.0,Ametista,Ametista,Ágata,0.0,0.0,0.0,5.0,5.0,5.0,8.0,4.6,5.25,8.3,8.8,7.473232323232324,9.50002,9.0,9.000020000000001,6.875,5.6,6.875,7.083333333333333,8.5,6.041666666666667,7.666666666666666,7.7,7.5,7.639168666666666,7.013,6.736315131313132,Ativo,2019.0,1.0,6.380359147025814,7.80834,7.415277777777778
ALUNO-251,1.0,2.0,2.0,Topázio,Ametista,Ametista,0.0,0.0,1.0,10.0,10.0,10.0,10.0,7.3,7.833333333333334,8.9,6.7,7.906846240179574,8.500020000000001,9.0,8.000020000000001,7.5,7.5,7.5,7.291666666666667,8.5,6.25,7.333333333333333,8.4,8.444446666666668,8.575835333333334,7.976,8.011927248035915,Ativo,2019.0,2.0,8.737797730390323,8.000006666666666,7.703241111111112
ALUNO-259,7.0,,,Topázio,,,1.0,,,10.0,,,7.666666666666667,,,9.1,,,9.16668,,,7.5,,,8.75,,,9.2916725,,,8.753335833333333,,,Desistiu em 2021,2019.0,,8.922222222222222,8.33334,9.02083625
ALUNO-261,3.0,4.0,,Ágata,Ametista,,0.0,0.0,,2.5,2.5,,6.333333333333333,5.9,,8.8,7.8,,9.16668,9.2,,7.5,7.5,,7.5,8.4,,7.79167,7.0,,7.251668666666667,6.899,,Desistiu em 2022,2020.0,,5.638888888888888,8.34167,7.6729175000000005
ALUNO-262,5.0,6.0,7.0,Ametista,Ametista,Ametista,1.0,0.0,0.0,10.0,10.0,10.0,6.666666666666667,7.7,6.844444444444444,9.2,6.9,5.245783628136569,7.91667,9.2,8.75001,5.0,7.5,6.25,9.0625,7.8,7.8125,9.250005,7.7,6.777773333333332,8.221251333333335,7.903,7.054851281182869,Ativo,2017.0,7.0,8.061877193249742,7.436113333333334,8.067129722222221
ALUNO-263,5.0,6.0,7.0,Ametista,Ametista,Ágata,0.0,0.0,0.0,10.0,10.0,10.0,6.333333333333333,6.5,5.577777777777778,9.5,7.8,7.947303921568628,9.58335,7.9,0.0,6.875,7.5,5.625,8.958333333333332,8.0,8.125,8.388893333333336,7.5,7.555553333333333,8.386113666666667,7.694,6.591127006535949,Ativo,2016.0,7.0,8.184268336964415,6.247225,8.087963333333335
ALUNO-265,4.0,,,Ametista,,,0.0,,,5.0,,,6.0,,,10.0,,,8.75001,,,6.875,,,8.125,,,7.777783333333335,,,7.630557666666667,,,Desistiu em 2021,2019.0,,7.0,7.812505,7.951391666666668
ALUNO-266,1.0,2.0,2.0,Ametista,Ametista,Ametista,0.0,0.0,1.0,10.0,10.0,10.0,8.5,6.8,7.0,8.9,8.3,8.13529767623928,8.500020000000001,9.0,9.000020000000001,5.625,6.3,5.625,8.4375,7.5,6.666666666666666,8.0,8.0,8.38889,8.336252,7.892,7.834006201914523,Ativo,2019.0,2.0,8.626144186248808,7.3416733333333335,7.83217611111111
ALUNO-267,3.0,4.0,4.0,Ametista,Ametista,Ametista,1.0,0.0,0.0,5.0,5.0,5.0,8.0,8.2,7.866666666666667,9.7,8.9,9.72463768115942,9.16668,9.2,9.16668,5.625,6.3,5.625,8.958333333333334,8.3,7.34375,9.777786666666666,8.6,7.8333325,8.370558666666668,8.014,7.798470369565218,Ativo,2018.0,4.0,7.48792270531401,7.513893333333333,8.468867083333333
ALUNO-269,1.0,,,Ágata,,,0.0,,,5.0,,,5.75,,,8.6,,,7.50002,,,7.5,,,7.291666666666667,,,7.5,,,7.099168666666667,,,Desistiu em 2021,2019.0,,6.45,7.50001,7.395833333333334
ALUNO-270,3.0,,,Ágata,,,0.0,,,10.0,,,8.666666666666666,,,4.2,,,6.66667,,,4.375,,,8.125,,,8.500003333333334,,,7.1900010000000005,,,Desistiu em 2021,2017.0,,7.622222222222221,5.520835,8.312501666666666
ALUNO-273,1.0,1.0,1.0,Quartzo,Quartzo,Ágata,0.0,0.0,0.0,2.5,5.0,5.0,0.0,0.0,5.666666666666666,4.4,2.1,6.777777777777777,9.000020000000001,9.5,8.500020000000001,7.5,7.5,7.5,7.291666666666667,6.3,5.833333333333334,4.388883333333333,4.4,7.555556666666667,4.386945333333334,4.125,6.683335555555555,Ativo,2018.0,1.0,3.493827160493827,8.250006666666666,5.961573333333334
ALUNO-274,5.0,5.0,,Ágata,Ágata,,0.0,0.0,,5.0,5.0,,3.6666666666666665,6.1,,5.6,7.8,,7.91667,7.1,,7.5,7.5,,7.291666666666667,7.7,,7.444443333333334,6.9,,6.113055666666667,6.88,,Desistiu em 2022,2018.0,,5.527777777777778,7.504167499999999,7.3340274999999995
ALUNO-275,3.0,3.0,4.0,Ágata,Ágata,Ágata,0.0,0.0,0.0,10.0,5.0,5.0,4.333333333333333,3.4,3.966666666666667,5.2,5.8,6.102272727272728,10.00002,8.8,8.33334,7.5,6.3,6.25,6.09375,6.9,7.34375,5.666665,6.4,6.8333275,6.399376666666667,5.815,6.073162378787879,Ativo,2017.0,4.0,5.422474747474747,7.863893333333333,6.539582083333333
ALUNO-277,1.0,1.0,1.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,5.0,5.0,2.5,10.0,7.8,8.25,8.4,10.0,8.626811594202898,9.50002,9.5,8.000020000000001,5.625,7.5,6.875,7.708333333333334,8.5,6.041666666666667,7.777773333333332,7.8,7.944443333333334,8.018889999999999,8.183,7.305919652173913,Ativo,2018.0,1.0,7.286312399355877,7.83334,7.628702777777778
ALUNO-278,5.0,,,Ametista,,,0.0,,,5.0,,,7.333333333333333,,,9.6,,,8.75001,,,9.375,,,8.749999999999998,,,8.333333333333334,,,8.240834333333334,,,Desistiu em 2021,2019.0,,7.31111111111111,9.062505,8.541666666666666
ALUNO-280,1.0,,,Ágata,,,0.0,,,5.0,,,6.5,,,6.2,,,8.500020000000001,,,5.0,,,6.5625,,,8.0,,,6.6462520000000005,,,Desistiu em 2021,2018.0,,5.8999999999999995,6.7500100000000005,7.28125
ALUNO-284,3.0,,,Ametista,,,0.0,,,5.0,,,7.666666666666667,,,9.9,,,7.91667,,,7.5,,,7.96875,,,7.7500025,,,7.901875833333333,,,Desistiu em 2021,2020.0,,7.522222222222223,7.708335,7.85937625
ALUNO-285,2.0,,,Quartzo,,,0.0,,,10.0,,,1.0,,,0.0,,,9.50002,,,7.5,,,8.125,,,7.0,,,5.112502,,,Desistiu em 2021,2020.0,,3.6666666666666665,8.50001,7.5625
ALUNO-286,1.0,,,Ágata,,,0.0,,,5.0,,,7.5,,,6.0,,,8.000020000000001,,,6.875,,,7.1875,,,7.75,,,6.956252,,,Desistiu em 2021,2020.0,,6.166666666666667,7.4375100000000005,7.46875
ALUNO-287,2.0,,,Ametista,,,1.0,,,10.0,,,7.5,,,8.5,,,7.416679999999999,,,7.5,,,8.4375,,,8.833335,,,8.302085,,,Desistiu em 2021,2019.0,,8.666666666666666,7.45834,8.635417499999999
ALUNO-288,2.0,3.0,4.0,Ágata,Ametista,Topázio,0.0,0.0,0.0,5.0,10.0,10.0,3.75,7.7,7.333333333333333,7.7,7.5,8.724699557242252,9.000020000000001,8.3,7.91667,7.5,7.5,7.5,8.333333333333334,7.3,8.125,7.833333333333334,8.7,7.708335,6.840002,8.088,8.107440578115117,Ativo,2020.0,4.0,7.523114765619509,7.952781666666667,8.000000277777778
ALUNO-292,4.0,,6.0,Topázio,,Topázio,1.0,,1.0,5.0,,5.0,7.666666666666667,,7.966666666666666,9.9,,8.75,10.00002,,9.58335,6.875,,10.0,8.958333333333332,,8.75,9.44445,,10.00001,8.485558666666666,,8.676670333333334,Retornou em 2022,2019.0,6.0,7.3805555555555555,9.1145925,9.288198333333334
ALUNO-293,5.0,5.0,5.0,Quartzo,Quartzo,Quartzo,0.0,0.0,0.0,10.0,10.0,5.0,0.0,0.0,0.7222222222222222,1.3,3.9,2.682539682539682,6.66667,0.0,7.08333,4.375,0.0,5.0,7.1875,5.9,5.3125,6.6666675,3.5,4.6250025,4.4162505,3.08,3.845535880952381,Ativo,2019.0,5.0,3.733862433862434,3.8541666666666665,5.531945
ALUNO-295,1.0,1.0,2.0,Ametista,Ágata,Ametista,0.0,0.0,0.0,10.0,5.0,10.0,7.25,6.9,6.5,8.9,7.1,8.166666666666668,9.000020000000001,9.0,9.000020000000001,4.375,7.5,7.5,4.6875,7.5,6.041666666666667,7.75,5.3,7.666666666666667,7.586252,6.771,7.720835333333334,Ativo,2017.0,2.0,7.757407407407407,7.729173333333333,6.490972222222222
ALUNO-296,2.0,2.0,2.0,Ametista,Ametista,Ágata,0.0,0.0,0.0,10.0,10.0,5.0,5.0,3.6,5.25,8.9,7.9,6.990231990231988,9.000020000000001,9.5,10.00002,7.5,7.5,7.5,7.5,7.3,6.25,7.666665,7.4,7.499996666666666,7.713335,7.221,6.823047731379731,Ativo,2020.0,2.0,6.960025776692444,8.500006666666666,7.269443611111111
ALUNO-297,3.0,3.0,,Ágata,Quartzo,,0.0,0.0,,5.0,2.5,,6.0,2.8,,8.7,3.3,,8.33334,8.8,,4.375,5.6,,8.125,7.7,,8.38889,6.1,,7.201112,4.894,,Desistiu em 2022,2019.0,,4.716666666666666,6.777085,7.5784725
ALUNO-298,1.0,,1.0,Ágata,,Quartzo,0.0,,0.0,5.0,,2.5,6.5,,4.25,6.6,,8.505291005291005,8.500020000000001,,9.000020000000001,5.0,,5.0,5.0,,4.375,6.833335,,4.500005,6.3366690000000006,,5.538561201058201,Retornou em 2022,2018.0,1.0,5.559215167548501,6.8750100000000005,5.177085
ALUNO-299,8.0,,,Ametista,,,0.0,,,10.0,,,9.2,,,10.0,,,5.83334,,,5.625,,,0.0,,,0.0,,,8.388334,,,Desistiu em 2021,2016.0,,9.733333333333333,5.72917,0.0
ALUNO-300,8.0,,,Ágata,,,0.0,,,10.0,,,8.4,,,0.0,,,9.16668,,,7.5,,,0.0,,,0.0,,,6.776668000000001,,,Desistiu em 2021,2019.0,,6.133333333333333,8.33334,0.0
